doc_id,title,description,consulta_1,consulta_2
92,Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco,"O  Smartphone Samsung Galaxy A12 conta com design compacto que cabe confortavelmente na sua mão.  Mais desempenho com processador Octa-Core 2.3GHz, não perca tempo esperando o carregamento de aplicativos. Com tela Infinita de 6.5 e  sistema operacional android 10, memória RAM de 4GB e interna 64GB, expansivo cartão microSD 1TB. Possui câmera traseira Quádrupla 48MP(Principal)+5MP(Ultra Wide)+2MP(Profundidade)+2MP(Macro) e frontal Selfie de 8MP para tirar suas fotos em alta resolução e não perder nenhum detalhe.   O Smartphone Samsung Galaxy A12 é completo com todos os recursos necessários para facilitar o seu dia a dia.  Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0,0
93,Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud White,"O  Smartphone Samsung Galaxy S20 Fe  é completo e perfeito para você que não abre mão de ter um item tecnológico sempre por perto.  Com acabamento elegante e design sofisticado, possui display infinito FHD de 6.5 polegadas, o tamanho ideal para que você possa realizar as atividades do dia a dia com muito mais facilidade. Além disso, suas molduras são minimizadas, dessa forma, ficará ainda melhor assistir vídeos e jogar.  Um dos diferenciais que mais chamam a atenção do  Smartphone Samsung Galaxy S20 Fe  é a sua câmera tripla com qualidade profissional, tire fotos com mais facilidade, graças às suas câmeras Wide, Ultra Wide e Teleobjetiva.  E o melhor, elas se ajustam à luz para que você tenha fotos com mais detalhes e a qualidade que sempre sonhou.  Suas selfies nunca mais serão as mesmas! Com câmera frontal de 32MP, você poderá fazer vídeos e fotos com ótima qualidade.  Com ótimo desempenho e perfeito para você que adora tecnologia, possui processador de aprimorado. Ele ainda conta com proteção contra respingos, chuva ou poeira.  Outro ponto que chama a atenção é a sua bateria de 4500mAh que te traz incrível performance e ainda mais tempo de uso. Para economizar, ele conta com sistema inteligente que capta quando você não utiliza o aparelho.  Você merece ter o  Smartphone Samsung Galaxy S20 Fe  Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0,1
94,Smartphone Samsung Galaxy M62 128GB 8GB RAM Bateria de 7.000mAh Tela 6.7'' 4G Câmera Quádrupla + Selfie 32MP - Azul,,0,1
95,Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy,"O  Smartphone Samsung Galaxy S20 Fe  é completo e perfeito para você que não abre mão de ter um item tecnológico sempre por perto.  Com acabamento elegante e design sofisticado, possui display infinito FHD de 6.5 polegadas, o tamanho ideal para que você possa realizar as atividades do dia a dia com muito mais facilidade. Além disso, suas molduras são minimizadas, dessa forma, ficará ainda melhor assistir vídeos e jogar.  Um dos diferenciais que mais chamam a atenção do  Smartphone Samsung Galaxy S20 Fe  é a sua câmera tripla com qualidade profissional, tire fotos com mais facilidade, graças às suas câmeras Wide, Ultra Wide e Teleobjetiva.  E o melhor, elas se ajustam à luz para que você tenha fotos com mais detalhes e a qualidade que sempre sonhou.  Suas selfies nunca mais serão as mesmas! Com câmera frontal de 32MP, você poderá fazer vídeos e fotos com ótima qualidade.  Com ótimo desempenho e perfeito para você que adora tecnologia, possui processador aprimorado. Ele ainda conta com proteção contra respingos, chuva ou poeira.  Outro ponto que chama a atenção é a sua bateria de 4500mAh que te traz incrível performance e ainda mais tempo de uso. Para economizar, ele conta com sistema inteligente que capta quando você não utiliza o aparelho.  Você merece ter o  Smartphone Samsung Galaxy S20 Fe. Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0,1
96,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Violeta,,0,0
97,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto,,0,0
98,Smartphone Motorola Moto G30 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Dark Prism,,0,0
99,Smartphone Samsung Galaxy M62 128GB 8GB RAM Bateria de 7.000mAh Tela 6.7'' 4G Câmera Quádrupla + Selfie 32MP - Preto,,0,0
100,Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul,,0,0
101,Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul,"Desenvolvido com tecnologia de ponta, o  Smartphone Moto G20  conta com processador Spreadtrum T700 (1,8 GHz Octa-Core) que garante mais velocidade, para acessar as funcionalidades do dispositivo móvel com a comodidade que você precisa.   Com câmera Quádrupla 48MP + 8MP + 2MP + 2MP mais Selfie 13MP, ótima qualidade para você tirar fotos incríveis e, em alta resolução. Sua tela de  6.5"" com tecnologia HD+ para que possa assistir os filmes, séries, acessar sites e jogos com ótima qualidade.  Projetado com  4 GB de memória RAM e 64GB de memória interna, que pode ser expandida com cartões microSD de até 1 TB e para interação rápida com os aplicativos sistema operacional Android 11. O Smartphone Moto G20, possui ótima duração de bateria.   Se você busca por um smartphone completo, com design moderno e ótima velocidade o  Moto G20 é a melhor opção. Ideal para você curtir os melhores momentos sem perder nenhum detalhe.   Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0,0
102,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Azul,,0,0
103,Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral,,0,0
104,Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora,,0,0
105,Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul,"Você precisa de um smartphone de ótima qualidade.  Desenvolvido com tecnologia, o  Smartphone Samsung A02  é um aparelho equipado com câmera dupla traseira, sendo a principal de 13MP, abertura de f/1.9 e uma macro de 2MP, para que você faça cliques incríveis. Além disso, conta com frontal de 5MP.  Com design moderno e confortável para uso, sua tela é de 6.5 polegadas, resolução HD+ e tecnologia IPS LCD.  Um dos diferenciais do  Smartphone Samsung A02  é a sua bateria de 5.000 mAh que tem capacidade para um melhor uso.   Completo e com recursos que vão facilitar o seu dia a dia, esse smartphone da Samsung é ideal para quem não abre mão de ter funções fáceis de utilizar.   Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0,1
106,Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho,"O Smartphone Samsung Galaxy A02s  conta com design compacto que cabe confortavelmente na sua mão.  Mais desempenho com processador Octa-Core 1.8GHz não perca tempo esperando o carregamento de aplicativos. Com tela Infinita de 6.5 e  sistema operacional Android 10, memória RAM de 3GB e interna 32GB, expansivo cartão microSD 512GB. Possui câmera traseira tripla de 13MP + 2MP + 2MP e frontal Selfie de 5MP para tirar suas fotos em alta resolução e não perder nenhum detalhe.   O Smartphone Samsung Galaxy A02s é completo com todos os recursos necessários para facilitar o seu dia a dia.  Imagens meramente ilustrativas.Todas as informações divulgadas são de responsabilidade do Fabricante/Fornecedor.Verifique com os fabricantes do produto e de seus componentes eventuais limitações à utilização de todos os recursos e funcionalidades.A memória interna disponível para o usuário pode variar de acordo com o sistema operacional e aplicativos instalados no dispositivo.",0,0
